480,-0.30863,0.473432,1.38919,-0.368569,1.69782,-0.842001,1.89514,1.43375,1.10934
4178,3.12559,1.38984,2.93077,-0.598291,-0.194824,-1.98813,1.99765,1.7425,1.35399
4244,2.0414,1.63566,-2.27491,-0.740701,1.96687,-2.37637,3.08475,1.27487,1.01571
4694,0.0826761,0.485465,1.14327,-1.43695,1.06059,-1.92242,2.19557,0.730969,0.769029
7010,-0.184624,0.271055,2.00936,-1.71301,2.19398,-1.98407,2.95805,0.760185,0.597022
7691,-1.14575,2.00163,2.30447,-0.305666,-2.83296,-2.3073,3.65367,0.62437,0.481183
7909,1.47009,0.784127,-3.14141,-0.741426,1.67169,-1.52555,2.26315,1.45034,1.63733
12000,0.310777,0.25866,1.22139,-0.171671,0.910612,-0.430331,1.00717,0.669133,0.505346
13982,-2.90809,0.595342,-0.131819,-0.48136,2.77627,-1.0767,2.97775,0.669133,0.52593
14011,2.09277,0.676029,-0.582659,-0.75534,-2.67543,-1.43137,3.03426,0.584366,0.467806
14067,2.90013,0.0103152,3.08415,-0.645221,0.184014,-0.655536,0.680873,0.563163,0.452429
14737,1.05784,0.906141,2.36662,-2.1351,1.30878,-3.04124,3.3109,1.64422,1.23902
14757,2.28598,2.39814,3.1214,-0.71455,0.835413,-3.11269,3.22285,1.27487,1.67495
14807,0.873844,0.04838,-0.274252,-1.36536,-1.1481,-1.41374,1.8212,1.18701,1.55312
15032,-1.58421,0.837175,-0.55039,-0.0712748,1.03382,-0.90845,1.37625,1.0798,1.10163
15881,2.41275,2.38539,1.75217,-2.38171,-0.66058,-4.76711,4.81266,0.62437,0.490362
17621,-0.451012,1.44138,1.64909,-1.8979,2.1001,-3.33927,3.94476,0.556129,0.406193
19707,-0.914409,0.803515,-1.25337,-1.95184,-0.338964,-2.75536,2.77613,1.00738,0.748134
20329,1.87139,0.592876,-2.49864,-2.32743,1.91315,-2.92031,3.49118,1.71188,1.42516
21996,-0.358124,0.91096,1.51534,-0.0115882,1.87346,-0.922549,2.08829,1.15014,0.915021
24510,-1.77984,1.8854,-1.79665,-0.91887,-0.0168104,-2.80427,2.80432,1.07815,1.51758
25660,2.3654,0.272746,-2.92916,-1.08128,0.988622,-1.35402,1.67653,1.27487,1.00534
26678,2.2712,0.743828,1.13204,-0.571791,-1.13915,-1.31562,1.74027,0.584366,0.741862
